city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,Permit_Portal,Permit_URL,Metro_Population
Whittier,Whittier,CA,California,06037,Los Angeles,33.9678,-118.0188,85925,2264.7,shape,FALSE,TRUE,America/Los_Angeles,2,90603 90606 90602 90601 90605 90607 90608 90609,1840021878,Accela,https://aca-prod.accela.com/whittier/Default.aspx,85925
Livermore,Livermore,CA,California,06001,Alameda,37.6868,-121.7607,85870,1247.8,shape,FALSE,TRUE,America/Los_Angeles,3,94550 94551,1840020294,Accela,https://aca.supp.accela.com/livermore/Default.aspx,85870
Lake Forest,Lake Forest,CA,California,06059,Orange,33.6605,-117.6714,85846,1983.1,shape,FALSE,TRUE,America/Los_Angeles,3,92610 92630 92609,1840020591,BS&A Software,https://bsaonline.com/?uid=2669,85846
San Ramon,San Ramon,CA,California,06013,Contra Costa,37.7624,-121.9365,85734,1650.2,shape,FALSE,TRUE,America/Los_Angeles,3,94582 94583,1840021530,EnerGov (Tyler Technologies),https://srch-munis-web.sanramon.ca.gov/EnerGov_Prod/SelfService,85734
Melbourne,Melbourne,FL,Florida,12009,Brevard,28.1086,-80.6627,85718,749.0,shape,FALSE,TRUE,America/New_York,3,32934 32901 32903 32935 32904 32912 32919 32941,1840015960,EnerGov (Tyler Technologies),https://energovweb.mlbfl.org/EnerGovProd/SelfService,85718
Franklin,Franklin,TN,Tennessee,47187,Williamson,35.9200,-86.8516,85575,741.7,shape,FALSE,TRUE,America/Chicago,3,37069 37064 37067 37065 37068,1840013380,Unknown,N/A,85575
Auburn,Auburn,WA,Washington,53033,King,47.3039,-122.2108,85455,1115.6,shape,FALSE,TRUE,America/Los_Angeles,3,98001 98002 98092,1840018416,Unknown,https://mybuildingpermit.com/,85455
Port Huron,Port Huron,MI,Michigan,26147,St. Clair,42.9821,-82.4388,85051,1368.8,shape,FALSE,TRUE,America/Detroit,3,48060 48061,1840003953,BS&A Software,https://bsaonline.com/?uid=617,85051
Decatur,Decatur,IL,Illinois,17115,Macon,39.8557,-88.9342,84629,621.7,shape,FALSE,TRUE,America/Chicago,3,62522 62523 62521 62526 62524 62525,1840007269,OpenGov,https://decaturil.portal.opengov.com/categories/1071,84629
Baytown,Baytown,TX,Texas,48201,Harris,29.7587,-94.9671,84538,805.9,shape,FALSE,TRUE,America/Chicago,3,77520 77523 77521 77522,1840019616,EnerGov (Tyler Technologies),https://css.baytown.org/energov_prod/selfservice,84538
Brooklyn Park,Brooklyn Park,MN,Minnesota,27053,Hennepin,45.1112,-93.3505,84349,1248.9,shape,FALSE,TRUE,America/Chicago,3,55429 55428 55443 55445 55444,1840004023,Unknown,https://nwesuite.brooklynpark.org/esuite.permits/welcomepage.aspx,84349
Springfield,Springfield,OH,Ohio,39023,Clark,39.9300,-83.7959,84309,846.5,shape,FALSE,TRUE,America/New_York,3,45503 45501 45506 45505 45504,1840003765,BS&A Software,https://bsaonline.com/?uid=203,84309
Newport Beach,Newport Beach,CA,California,06059,Orange,33.6151,-117.8668,84304,1367.8,shape,FALSE,TRUE,America/Los_Angeles,3,92662 92663 92660 92661 92625 92657 92658 92659,1840020581,Unknown,https://www.newportbeachca.gov/government/departments/community-development/building-division/online-permitting-ipermit,84304
Westland,Westland,MI,Michigan,26163,Wayne,42.3192,-83.3805,84155,1590.3,shape,FALSE,TRUE,America/Detroit,3,48185 48186,1840001847,BS&A Software,https://bsaonline.com/?uid=294,84155
Newark,Newark,OH,Ohio,39089,Licking,40.0706,-82.4250,83890,927.5,shape,FALSE,TRUE,America/New_York,3,43055 43058 43093,1840001419,Unknown,N/A,83890
Muncie,Muncie,IN,Indiana,18035,Delaware,40.1989,-85.3950,83477,912.1,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47306 47305 47303 47304 47302 47307,1840008365,Tyler Technologies (eSuite),https://esuite.cityofmuncie.com/eSuite.Permits/,83477
Farmington Hills,Farmington Hills,MI,Michigan,26125,Oakland,42.4860,-83.3771,83316,966.9,shape,FALSE,TRUE,America/Detroit,3,48336 48335 48334 48331,1840002442,BS&A Software,https://bsaonline.com/?uid=316,83316
Cicero,Cicero,IL,Illinois,17031,Cook,41.8445,-87.7593,83223,5478.7,shape,FALSE,TRUE,America/Chicago,2,60804,1840009186,Not Found,N/A,83223
Buena Park,Buena Park,CA,California,06059,Orange,33.8572,-118.0046,83052,3046.1,shape,FALSE,TRUE,America/Los_Angeles,2,90621 90620 90622 90624,1840019324,Unknown,https://buenapark.com/city_departments/community_development/building_division/building_permits/online_building_permits.php,83052
Warwick,Warwick,RI,Rhode Island,44003,Kent,41.7062,-71.4334,82871,914.2,shape,FALSE,TRUE,America/New_York,3,02818 02886 02889 02888 02887,1840003344,OpenGov,https://warwickri.portal.opengov.com/,82871
Hattiesburg,Hattiesburg,MS,Mississippi,28035,Forrest,31.3074,-89.3170,82730,350.5,shape,FALSE,TRUE,America/Chicago,3,39401 39402 39406 39403 39407,1840013878,Unknown,N/A,82730
Cranston,Cranston,RI,Rhode Island,44007,Providence,41.7658,-71.4858,82632,1125.6,shape,FALSE,TRUE,America/New_York,3,02831 02920 02905 02910 02823 02921,1840003287,OpenGov,https://cranstonri.portal.opengov.com/,82632
Albany,Albany,GA,Georgia,13095,Dougherty,31.5776,-84.1762,82612,476.4,shape,FALSE,TRUE,America/New_York,3,31705 31721 31701 31707 31702 31703 31706 31708,1840013864,Unknown,https://albany.cmrpay.com/permits/,82612
Layton,Layton,UT,Utah,49011,Davis,41.0770,-111.9620,82512,1412.0,shape,FALSE,TRUE,America/Denver,3,84041 84040,1840020145,Unknown,https://www.laytoncity.org/lc/cd/buildingdivision,82512
Madera,Madera,CA,California,06039,Madera,36.9630,-120.0778,82510,1315.3,shape,FALSE,TRUE,America/Los_Angeles,3,93638 93637 93639,1840020300,Computronix POSSE,https://posse.co.madera.ca.gov/mccprod/WebUI/,82510
Largo,Largo,FL,Florida,12103,Pinellas,27.9088,-82.7712,82506,1697.7,shape,FALSE,TRUE,America/New_York,3,33756 33770 33760 33764 33773 33778 33771 33774 33779,1840015114,Accela,https://www.largo.com/building_services/permits.php,82506
Redwood City,Redwood City,CA,California,06081,San Mateo,37.5025,-122.2253,82423,1645.8,shape,FALSE,TRUE,America/Los_Angeles,3,94065 94062 94063 94061,1840020304,eTRAKiT,https://permits.redwoodcity.org/etrakit/,82423
Mountain View,Mountain View,CA,California,06085,Santa Clara,37.4001,-122.0796,82363,2659.3,shape,FALSE,TRUE,America/Los_Angeles,2,94043 94040 94041 94039 94042,1840020332,Unknown,https://epermits.mountainview.gov/,82363
Pine Hills,Pine Hills,FL,Florida,12095,Orange,28.5818,-81.4692,82264,2606.3,shape,FALSE,FALSE,America/New_York,2,32808 32818 32710 32858 32868 32869,1840014098,Not Found,N/A,82264
Folsom,Folsom,CA,California,06067,Sacramento,38.6668,-121.1422,82140,1137.5,shape,FALSE,TRUE,America/Los_Angeles,3,95630 95671 95763,1840020246,eTRAKiT,https://etrakit.folsom.ca.us/etrakit/,82140
Silver Spring,Silver Spring,MD,Maryland,24031,Montgomery,39.0028,-77.0207,82129,4022.6,shape,FALSE,FALSE,America/New_York,2,20910 20912 20903 20901 20907 20911 20997,1840005845,Infor,https://permittingservices.montgomerycountymd.gov/dps/online/eSearch.aspx,82129
Johns Creek,Johns Creek,GA,Georgia,13121,Fulton,34.0333,-84.2027,82115,1028.9,shape,FALSE,TRUE,America/New_York,3,30022 30097 30005,1840014742,Tyler Technologies EnerGov,https://johnscreekga.gov/css/,82115
The Villages,The Villages,FL,Florida,12119,Sumter,28.9034,-81.9887,82108,970.9,shape,FALSE,FALSE,America/New_York,3,32163 32162 32159,1840014065,Cityworks,https://www.sumtercountyfl.gov/139/Online-Permitting,82108
Owensboro,Owensboro,KY,Kentucky,21059,Daviess,37.7575,-87.1172,81734,1089.7,shape,FALSE,TRUE,America/Chicago,3,42301 42303 42304,1840014340,Unknown,N/A,81734
Napa,Napa,CA,California,06055,Napa,38.2975,-122.3010,81643,1685.5,shape,FALSE,TRUE,America/Los_Angeles,3,94559 94558 94581,1840020241,Accela,https://aca-prod.accela.com/NAPACO/Default.aspx,81643
New Rochelle,New Rochelle,NY,New York,36119,Westchester,40.9304,-73.7836,81591,3062.6,shape,FALSE,TRUE,America/New_York,2,10801 10804 10805 10802,1840000782,Passport,https://newrochelle.cmrpay.com/permits/login,81591
Alhambra,Alhambra,CA,California,06037,Los Angeles,34.0840,-118.1355,81483,4122.7,shape,FALSE,TRUE,America/Los_Angeles,2,91803 91801 91802 91804 91896 91899,1840019222,Tyler Technologies EnerGov,https://www.alhambraca.gov/430/Applications-Forms-Permits,81483
Cheyenne,Cheyenne,WY,Wyoming,56021,Laramie,41.1350,-104.7902,81378,687.8,shape,FALSE,TRUE,America/Denver,2,82009 82001 82007 82002 82003,1840018713,OpenGov ViewpointCloud,https://cheyennewy.viewpointcloud.com/,81378
Miami Beach,Miami Beach,FL,Florida,12086,Miami-Dade,25.8171,-80.1396,81319,4081.5,shape,FALSE,TRUE,America/New_York,2,33140 33141 33139 33109 33119 33239,1840015150,Tyler Technologies EnerGov,https://energovcss.miamibeachfl.gov/energovprod/selfservice,81319
Wenatchee,Wenatchee,WA,Washington,53007,Chelan,47.4360,-120.3295,81106,1288.4,shape,FALSE,TRUE,America/Los_Angeles,3,98801,1840021074,SmartGov,https://ci-wenatchee-wa.smartgovcommunity.com/,81106
Jackson,Jackson,MI,Michigan,26075,Jackson,42.2431,-84.4038,81058,1118.5,shape,FALSE,TRUE,America/Detroit,3,49201 49202 49203,1840003173,Unknown,https://1832.co.jackson.mi.us/BuilditJackson/,81058
Lehi,Lehi,UT,Utah,49049,Utah,40.4136,-111.8725,81039,1031.2,shape,FALSE,TRUE,America/Denver,3,84043 84048,1840020168,Unknown,https://www.lehi-ut.gov/services/inspections/,81039
Anderson,Anderson,IN,Indiana,18095,Madison,40.0891,-85.6892,80820,508.9,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46016 46011 46012 46013 46014 46015 46018,1840007242,Unknown,https://www.cityofanderson.com/292/Permit-Center,80820
Homestead,Homestead,FL,Florida,12086,Miami-Dade,25.4665,-80.4472,80725,2066.3,shape,FALSE,TRUE,America/New_York,2,33035 33030 33033,1840015159,Unknown,https://egov.cityofhomestead.com/eGovPlus91/permit/perm_status.aspx,80725
Florence,Florence,AL,Alabama,01077,Lauderdale,34.8303,-87.6655,80720,587.8,shape,FALSE,TRUE,America/Chicago,3,35632 35633 35630 35631,1840002083,Not Found,N/A,80720
Rancho Cordova,Rancho Cordova,CA,California,06067,Sacramento,38.5737,-121.2527,80656,900.8,shape,FALSE,TRUE,America/Los_Angeles,3,95742 95670 95827 95741,1840020248,Unknown,https://www.cityofranchocordova.org/residents/resident-services/apply-for-a-license-or-permit-residents/rancho-cordova-online,80656
Morgantown,Morgantown,WV,West Virginia,54061,Monongalia,39.6383,-79.9464,80626,1148.2,shape,FALSE,TRUE,America/New_York,3,26501 26505 26506 26504,1840005647,Cityworks,https://app03.cityworksonline.com/CLIENT_MorgantownWV-Public,80626
Boynton Beach,Boynton Beach,FL,Florida,12099,Palm Beach,26.5281,-80.0811,80601,1928.6,shape,FALSE,TRUE,America/New_York,3,33426 33436 33435 33474,1840014208,SagesGov,https://www.sagesgov.com/boyntonbeach-fl,80601
Somerville,Somerville,MA,Massachusetts,25017,Middlesex,42.3908,-71.1014,80549,7548.0,shape,FALSE,TRUE,America/New_York,2,02144 02145 02143,1840003123,CitizenServe,https://www.somervillema.gov/citizenserve,80549
North Port,North Port,FL,Florida,12115,Sarasota,27.0576,-82.1977,80512,312.8,shape,FALSE,TRUE,America/New_York,3,34286 34287 34293 34223 34291 34288 34289 34290,1840015120,Accela,https://aca-prod.accela.com/NORTHPORT/Default.aspx,80512
Lakewood,Lakewood,CA,California,06037,Los Angeles,33.8471,-118.1222,80510,3309.0,shape,FALSE,TRUE,America/Los_Angeles,2,90715 90712 90713 90711 90714,1840020515,eTRAKiT,https://lakw-trk.aspgov.com/eTRAKiT/,80510
Salisbury,Salisbury,MD,Maryland,24045,Wicomico,38.3756,-75.5865,80352,924.7,shape,FALSE,TRUE,America/New_York,3,21804 21801,1840006219,MUNIS,N/A,80352
South Jordan,South Jordan,UT,Utah,49035,Salt Lake,40.5570,-111.9784,80331,1204.0,shape,FALSE,TRUE,America/Denver,3,84095 84096 84009,1840021385,CityView,https://cityview.southjordanutah.gov/cityviewportal/,80331
Parma,Parma,OH,Ohio,39035,Cuyahoga,41.3843,-81.7286,80131,1545.2,shape,FALSE,TRUE,America/New_York,3,44134 44130 44129,1840003406,CitizenServe,https://www5.citizenserve.com/Portal/PortalController?Action=showHomePage&ctzPagePrefix=Portal_&installationID=289,80131
Pharr,Pharr,TX,Texas,48215,Hidalgo,26.1685,-98.1904,79809,1274.9,shape,FALSE,TRUE,America/Chicago,3,78577,1840021030,Accela,https://aca-prod.accela.com/PHARR/Default.aspx,79809
State College,State College,PA,Pennsylvania,42027,Centre,40.7909,-77.8567,79803,3429.7,shape,FALSE,TRUE,America/New_York,2,16802 16803 16801 16804 16805,1840000830,Unknown,https://www.statecollegepa.us/200/Permits,79803
Plymouth,Plymouth,MN,Minnesota,27053,Hennepin,45.0225,-93.4617,79526,938.7,shape,FALSE,TRUE,America/Chicago,3,55442 55441 55447 55446,1840008929,BS&A,https://bsaonline.com/DirectUrl/Cd_PermitApplication/2691,79526
Turlock,Turlock,CA,California,06099,Stanislaus,37.5053,-120.8588,79394,1664.2,shape,FALSE,TRUE,America/Los_Angeles,3,95380 95382 95381,1840021533,Unknown,https://www.cityofturlock.org/buildinginturlock/buildingsafety/buildingpermits/,79394
Davis,Davis,CA,California,06113,Yolo,38.5553,-121.7370,79355,2586.5,shape,FALSE,TRUE,America/Los_Angeles,2,95618 95616 95617,1840018833,Unknown,https://davi-egov.aspgov.com/Click2GovBP/index.html,79355
Perris,Perris,CA,California,06065,Riverside,33.7898,-117.2233,79349,970.6,shape,FALSE,TRUE,America/Los_Angeles,3,92570 92571 92572 92599,1840020557,Accela,https://aca-prod.accela.com/perris/default.aspx,79349
Jonesboro,Jonesboro,AR,Arkansas,05031,Craighead,35.8212,-90.6791,79187,381.4,shape,FALSE,TRUE,America/Chicago,3,72467 72401 72404 72405 72402 72403,1840014507,Unknown,N/A,79187
Tustin,Tustin,CA,California,06059,Orange,33.7311,-117.8107,79035,2743.4,shape,FALSE,TRUE,America/Los_Angeles,2,92780 92782 92623 92781,1840021967,Unknown,https://tustin.getapermit.net/,79035
Terre Haute,Terre Haute,IN,Indiana,18167,Vigo,39.4660,-87.3751,78940,649.5,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,47804 47807 47802 47803 47809 47801 47808,1840009671,Cityworks,https://www.terrehaute.in.gov/departments/engineering/online-permitting/online-permitting,78940
Upland,Upland,CA,California,06071,San Bernardino,34.1178,-117.6604,78940,1955.7,shape,FALSE,TRUE,America/Los_Angeles,3,91784 91786 91785,1840021730,HDL Gov,https://upland.hdlgov.com/,78940
Georgetown,Georgetown,TX,Texas,48491,Williamson,30.6660,-97.6966,78803,523.3,shape,FALSE,TRUE,America/Chicago,3,78633 78626 78628 78627,1840020875,MyGovernmentOnline,https://permits.georgetown.org/,78803
Texarkana,Texarkana,TX,Texas,48037,Bowie,33.4500,-94.0847,78541,435.0,shape,FALSE,TRUE,America/Chicago,3,75501 75503 75599,1840021987,MyGovernment,https://public.mygov.us/tx_texarkana,78541
Kendall,Kendall,FL,Florida,12086,Miami-Dade,25.6697,-80.3556,78527,1883.3,shape,FALSE,FALSE,America/New_York,3,33173 33176 33156 33116 33256 33283 33296,1840014244,Accela,https://www.miamidade.gov/Apps/RER/EPSPortal,78527
Pasco,Pasco,WA,Washington,53021,Franklin,46.2506,-119.1305,78446,777.4,shape,FALSE,TRUE,America/Los_Angeles,3,99301 99302,1840019888,eTRAKiT,https://egov-pasco.com/etrakit3/Search/permit.aspx,78446
Milpitas,Milpitas,CA,California,06085,Santa Clara,37.4336,-121.8921,78216,2240.2,shape,FALSE,TRUE,America/Los_Angeles,2,95035,1840020329,eTRAKiT,https://trakit.ci.milpitas.ca.gov/etrakit3/Search/permit.aspx,78216
Carmichael,Carmichael,CA,California,06067,Sacramento,38.6318,-121.3263,78070,1965.8,shape,FALSE,FALSE,America/Los_Angeles,3,95841 95628 95608 95609,1840017579,Accela,https://aca-prod.accela.com/SACCO/Default.aspx,78070
Chino Hills,Chino Hills,CA,California,06071,San Bernardino,33.9508,-117.7254,78024,674.7,shape,FALSE,TRUE,America/Los_Angeles,3,91709,1840019115,VDS,https://www.chinohills.org/130/Permit-Applications,78024
Flower Mound,Flower Mound,TX,Texas,48121,Denton,33.0343,-97.1146,77886,717.0,shape,FALSE,TRUE,America/Chicago,3,75022 75028 75027,1840022010,eTRAKiT,https://etrakit.flower-mound.com/,77886
Flagstaff,Flagstaff,AZ,Arizona,04005,Coconino,35.1872,-111.6194,77868,446.4,shape,FALSE,TRUE,America/Phoenix,3,86011 86005 86004 86001 86002,1840020335,Accela,https://citizenaccess.flagstaffaz.gov/citizenaccess/,77868
Alton,Alton,IL,Illinois,17119,Madison,38.9037,-90.1520,77583,626.6,shape,FALSE,TRUE,America/Chicago,3,62018 62002,1840007424,BS&A,https://www.bsaonline.com/CD_PermitAjaxApplication/,77583
Pleasanton,Pleasanton,CA,California,06001,Alameda,37.6663,-121.8805,77500,1239.5,shape,FALSE,TRUE,America/Los_Angeles,3,94566 94588,1840020298,Accela,https://aca-prod.accela.com/PLEASANTON/Default.aspx,77500
Cedar Park,Cedar Park,TX,Texas,48491,Williamson,30.5105,-97.8197,77474,1169.7,shape,FALSE,TRUE,America/Chicago,3,78613 78630,1840019572,MyGovernmentOnline,https://www.cedarparktexas.gov/673/MyGovernmentOnline,77474
Bellflower,Bellflower,CA,California,06037,Los Angeles,33.8880,-118.1271,77396,4885.0,shape,FALSE,TRUE,America/Los_Angeles,2,90706 90707,1840019230,Unknown,N/A,77396
Loveland,Loveland,CO,Colorado,08069,Larimer,40.4166,-105.0623,77350,833.3,shape,FALSE,TRUE,America/Denver,3,80537 80538 80539,1840020152,Accela,https://aca-prod.accela.com/LOVELAND/Default.aspx,77350
Mansfield,Mansfield,OH,Ohio,39139,Richland,40.7656,-82.5275,77137,596.3,shape,FALSE,TRUE,America/New_York,3,44905 44906 44907 44901 44902 44903,1840000960,Unknown,https://ci.mansfield.oh.us/public-works-departments/building-codes-and-permits/,77137
Hammond,Hammond,IN,Indiana,18089,Lake,41.6168,-87.4909,77098,1309.1,shape,FALSE,TRUE,America/Chicago,3,46394 46323 46320 46327 46324 46325,1840007092,Unknown,N/A,77098
Bethlehem,Bethlehem,PA,Pennsylvania,42095,Northampton,40.6266,-75.3679,77069,1556.7,shape,FALSE,TRUE,America/New_York,3,18017 18015 18018 18016,1840000986,Unknown,N/A,77069
Woodbury,Woodbury,MN,Minnesota,27163,Washington,44.9057,-92.9230,76945,851.4,shape,FALSE,TRUE,America/Chicago,3,55129 55125,1840009998,eTRAKiT,https://wdby-trk.aspgov.com/etrakit/,76945
Alameda,Alameda,CA,California,06001,Alameda,37.7668,-122.2670,76876,2854.2,shape,FALSE,TRUE,America/Los_Angeles,2,94501 94502,1840018913,Accela,https://aca-prod.accela.com/ALAMEDA/Default.aspx,76876
Wyoming,Wyoming,MI,Michigan,26081,Kent,42.8908,-85.7066,76865,1199.5,shape,FALSE,TRUE,America/Detroit,3,49509 49418 49519 49548 49528,1840000374,BS&A Software,https://bsaonline.com/?uid=530,76865
Schaumburg,Schaumburg,IL,Illinois,17031,Cook,42.0308,-88.0838,76780,1529.4,shape,FALSE,TRUE,America/Chicago,3,60193 60195 60194 60173 60168 60196,1840011319,OpenGov,https://schaumburgil.portal.opengov.com/,76780
Castle Rock,Castle Rock,CO,Colorado,08035,Douglas,39.3763,-104.8535,76614,851.4,shape,FALSE,TRUE,America/Denver,3,80104 80108 80109,1840022455,eTRAKiT,N/A,76614
Evanston,Evanston,IL,Illinois,17031,Cook,42.0464,-87.6943,76552,3799.3,shape,FALSE,TRUE,America/Chicago,2,60201 60202 60208 60204,1840008129,Accela,https://aca-prod.accela.com/EVANSTON/,76552
Doral,Doral,FL,Florida,12086,Miami-Dade,25.8152,-80.3565,76490,2132.5,shape,FALSE,TRUE,America/New_York,2,33178 33172 33122 33126 33166 33191,1840015148,Microsoft PowerApps,https://doral.powerappsportals.us/,76490
St. Joseph,St. Joseph,MO,Missouri,29021,Buchanan,39.7598,-94.8210,76484,627.3,shape,FALSE,TRUE,America/Chicago,3,64503 64501 64507 64506 64504 64505 64502 64508,1840009549,Accela,N/A,76484
Valdosta,Valdosta,GA,Georgia,13185,Lowndes,30.8502,-83.2788,76393,592.4,shape,FALSE,TRUE,America/New_York,3,31698 31602 31601 31605 31603 31604,1840015894,iWorQ,https://valdosta.portal.iworq.net/portalhome/valdosta,76393
Wausau,Wausau,WI,Wisconsin,55073,Marathon,44.9620,-89.6459,76386,801.1,shape,FALSE,TRUE,America/Chicago,3,54401 54403,1840002163,Evolve,https://evolveportal.ci.wausau.wi.us/,76386
Pocatello,Pocatello,ID,Idaho,16005,Bannock,42.8724,-112.4647,76370,649.5,shape,FALSE,TRUE,America/Boise,3,83209 83204 83201 83205 83206,1840013376,eTRAKiT,https://poca.csqrcloud.com/community-etrakit/,76370
Elizabethtown,Elizabethtown,KY,Kentucky,21093,Hardin,37.7031,-85.8773,76363,439.2,shape,FALSE,TRUE,America/New_York,3,42701 42702,1840013218,SmartGov,https://ci-elizabethtown-ky.smartgovcommunity.com/,76363
Anniston,Anniston,AL,Alabama,01015,Calhoun,33.6712,-85.8135,76228,180.0,shape,FALSE,TRUE,America/Chicago,3,36201 36206 36207 36205 36204,1840006563,Unknown,N/A,76228
Arlington Heights,Arlington Heights,IL,Illinois,17031,Cook,42.0955,-87.9826,76220,1771.5,shape,FALSE,TRUE,America/Chicago,3,60005 60004,1840011243,Click2Gov,https://arht-egov.aspgov.com/Click2GovBP/index.html,76220
Rochester Hills,Rochester Hills,MI,Michigan,26125,Oakland,42.6645,-83.1563,76086,895.5,shape,FALSE,TRUE,America/Detroit,3,48306 48307 48309,1840002429,BS&A Software,https://bsaonline.com/?uid=385,76086
Southfield,Southfield,MI,Michigan,26125,Oakland,42.4765,-83.2605,76025,1117.6,shape,FALSE,TRUE,America/Detroit,3,48033 48034 48075 48076 48037 48086,1840002431,BS&A Software,https://bsaonline.com/?uid=272,76025
Daytona Beach,Daytona Beach,FL,Florida,12127,Volusia,29.1995,-81.0982,75924,435.1,shape,FALSE,TRUE,America/New_York,3,32124 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198,1840015068,Intuitive Municipal Services,https://daytonabeach.ims16.com/,75924
Pittsburg,Pittsburg,CA,California,06013,Contra Costa,38.0182,-121.8965,75868,1657.2,shape,FALSE,TRUE,America/Los_Angeles,3,94565,1840020282,Accela,https://aca-prod.accela.com/pittsburg/,75868
Oshkosh,Oshkosh,WI,Wisconsin,55139,Winnebago,44.0227,-88.5619,75850,928.6,shape,FALSE,TRUE,America/Chicago,3,54985 54904 54901 54902 54903 54906,1840002246,Evolve,https://www.oshkoshwi.gov/evolvepublic/,75850
Redmond,Redmond,WA,Washington,53033,King,47.6763,-122.1169,75721,1764.4,shape,FALSE,TRUE,America/Los_Angeles,3,98052 98073,1840019835,MyBuildingPermit,https://permitsearch.mybuildingpermit.com/,75721
Saratoga Springs,Saratoga Springs,NY,New York,36091,Saratoga,43.0674,-73.7775,75599,392.8,shape,FALSE,TRUE,America/New_York,3,12866,1840000369,Unknown,N/A,75599
Apple Valley,Apple Valley,CA,California,06071,San Bernardino,34.5352,-117.2109,75478,378.4,shape,FALSE,TRUE,America/Los_Angeles,3,92308 92307,1840021733,GOGov,https://www.applevalley.org/services/permit-center,75478
Mansfield,Mansfield,TX,Texas,48439,Tarrant,32.5690,-97.1213,75398,791.3,shape,FALSE,TRUE,America/Chicago,3,76063,1840020702,MyGovernmentOnline,https://www.mansfieldtexas.gov/1315/Online-Permit-Application-Plan-Review,75398
Pawtucket,Pawtucket,RI,Rhode Island,44007,Providence,41.8744,-71.3743,75280,3353.5,shape,FALSE,TRUE,America/New_York,2,02861 02860 02862,1840003285,OpenGov,https://pawtucketri.portal.opengov.com/,75280
Missouri City,Missouri City,TX,Texas,48157,Fort Bend,29.5630,-95.5365,75234,1001.0,shape,FALSE,TRUE,America/Chicago,3,77545 77071 77489 77459,1840020950,EnerGov,https://permits.missouricitytx.gov/energovprod/selfservice,75234
Broomfield,Broomfield,CO,Colorado,08014,Broomfield,39.9542,-105.0526,75110,879.6,shape,FALSE,TRUE,America/Denver,3,80023 80021 80020 80516 80038,1840018781,Innoprise,https://broomfield.cloud9.innoprise.com/citizenaccess/,75110
Janesville,Janesville,WI,Wisconsin,55105,Rock,42.6854,-89.0135,74640,733.5,shape,FALSE,TRUE,America/Chicago,3,53545 53546 53548 53547,1840002467,E-Plan Exam,https://eplanexam.com/,74640
San Marcos,San Marcos,TX,Texas,48209,Hays,29.8734,-97.9356,74469,666.4,shape,FALSE,TRUE,America/Chicago,3,78666 78656 78667,1840022188,MGO Connect,https://san-marcos.opencounter.com/,74469
Camarillo,Camarillo,CA,California,06111,Ventura,34.2230,-119.0321,74210,1377.7,shape,FALSE,TRUE,America/Los_Angeles,3,93012 93010 93011,1840019201,OpenGov,https://camarilloca.portal.opengov.com/,74210
Jackson,Jackson,TN,Tennessee,47113,Madison,35.6538,-88.8354,74049,447.7,shape,FALSE,TRUE,America/Chicago,3,38305 38301 38303 38314,1840014528,OpenGov,https://jacksontn.gov/government/planninggrowthanddevelopment/buildingandcodes,74049
Dothan,Dothan,AL,Alabama,01069,Houston,31.2336,-85.4070,74002,304.3,shape,FALSE,TRUE,America/Chicago,3,36303 36301 36305 36321 36302 36304,1840001518,Oracle,https://permits.dothan.org/,74002
Sherman,Sherman,TX,Texas,48181,Grayson,33.6273,-96.6221,73984,374.4,shape,FALSE,TRUE,America/Chicago,3,75092 75090 75091,1840021953,Tyler Technologies,https://cityofshermantx-energovweb.tylerhost.net/apps/selfservice,73984
Lauderhill,Lauderhill,FL,Florida,12011,Broward,26.1605,-80.2241,73961,3353.5,shape,FALSE,TRUE,America/New_York,2,33351 33313 33311 33319 33083,1840015146,Unknown,https://www.lauderhill-fl.gov/departments/building-department/broward-county-epermitsonestop,73961
Harrisonburg,Harrisonburg,VA,Virginia,51660,Harrisonburg,38.4362,-78.8735,73926,1146.8,shape,FALSE,TRUE,America/New_York,3,22801 22802 22807 22803,1840003844,LAMA,https://permits.harrisonburgva.gov/,73926
Bolingbrook,Bolingbrook,IL,Illinois,17197,Will,41.6901,-88.1021,73813,1141.0,shape,FALSE,TRUE,America/Chicago,3,60440 60490,1840011482,OpenGov,https://bolingbrookil.portal.opengov.com/,73813
Ellicott City,Ellicott City,MD,Maryland,24027,Howard,39.2774,-76.8345,73737,948.8,shape,FALSE,FALSE,America/New_York,3,21042 21043 21041,1840005802,Accela,https://dilp.howardcountymd.gov/CitizenAccess/Default.aspx,73737
Alexandria,Alexandria,LA,Louisiana,22079,Rapides,31.2923,-92.4702,73457,604.2,shape,FALSE,TRUE,America/Chicago,3,71302 71303 71301 71307 71309 71315 71348,1840013873,MyPermitNow,https://www.mypermitnow.org/,73457
Battle Creek,Battle Creek,MI,Michigan,26025,Calhoun,42.2985,-85.2296,73448,474.7,shape,FALSE,TRUE,America/Detroit,3,49015 49037 49016,1840003176,BS&A Software,https://bsaonline.com/?uid=337,73448
